symbol,name,sector,industry,country,market_cap,exchange,currency
06S.F,"Sportsman's Warehouse Holdings, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Small Cap,FRA,EUR
0A43.L,"Inovio Pharmaceuticals, Inc.",Health Care,Biotechnology,United States,Small Cap,LSE,USD
0A4B.L,"AgEagle Aerial Systems, Inc.",Industrials,Aerospace & Defense,United States,Small Cap,LSE,USD
0A4F.L,"Ideanomics, Inc.",Information Technology,Software,United States,Small Cap,LSE,USD
0A4T.L,Tonix Pharmaceuticals Holding Corp.,Health Care,Biotechnology,United States,Small Cap,LSE,USD
0C1.F,"ATRECA, INC.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
0CG.F,"Chegg, Inc.",Consumer Staples,Household Products,United States,Large Cap,FRA,EUR
0F1.F,"NanoString Technologies, Inc.",Health Care,Health Care Equipment & Supplies,United States,Mid Cap,FRA,EUR
0HX7.L,"Adicet Bio, Inc.",Health Care,Biotechnology,United States,Small Cap,LSE,USD
0IFM.L,eGain Corporation,Information Technology,Software,United States,Small Cap,LSE,USD
0JVN.F,"iBio, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,
0JW.F,"JELD-WEN Holding, Inc.",Industrials,Building Products,United States,Mid Cap,FRA,EUR
0K17.L,"MicroVision, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",United States,Mid Cap,LSE,USD
0M2A.L,Xperi Holding Corporation,Information Technology,Semiconductors & Semiconductor Equipment,United States,Mid Cap,LSE,USD
0M4.F,"Mersana Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
0NU.SG,Nutanix Inc. Reg. Shares CL A o,Information Technology,,United States,Small Cap,STU,EUR
0PB.F,"Puma Biotechnology, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
0PQ.F,ProQR Therapeutics N.V.,Health Care,Biotechnology,Netherlands,Small Cap,FRA,EUR
0R0V.L,SunPower Corporation,Information Technology,"Technology Hardware, Storage & Peripherals",United States,Mid Cap,LSE,USD
0WF.F,"SmileDirectClub, Inc.",Health Care,Health Care Technology,United States,Mid Cap,FRA,EUR
0Z2.F,"Alector, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
1521.HK,Frontage Holdings Corporation,Health Care,Biotechnology,United States,Small Cap,HKG,HKD
16U.F,"Upland Software, Inc.",Information Technology,Software,United States,Small Cap,FRA,EUR
1FG.F,"FibroGen, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
1N7.F,Nevro Corp.,Health Care,Health Care Technology,United States,Mid Cap,FRA,EUR
1ON.F,"Domo, Inc. Class B",Information Technology,Software,United States,Small Cap,FRA,EUR
1P6.F,Berry Corporation,Energy,"Oil, Gas & Consumable Fuels",United States,Small Cap,FRA,EUR
1S7.F,"Selecta Biosciences, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
1S9.F,"Seres Therapeutics, Inc.",Health Care,Biotechnology,United States,Mid Cap,FRA,EUR
1WO.F,Workhorse Group Inc.,Consumer Discretionary,Automobiles,United States,Small Cap,FRA,EUR
1XV.F,Axway Software SA,Information Technology,Software,United States,Small Cap,FRA,EUR
21J.F,"Jounce Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
25K.F,Karyopharm Therapeutics Inc.,Health Care,Biotechnology,United States,Small Cap,FRA,EUR
2BN.F,"Barnes & Noble Education, Inc.",Consumer Discretionary,Specialty Retail,United States,Small Cap,FRA,EUR
2BV.F,Brightcove Inc.,Information Technology,Software,United States,Small Cap,FRA,EUR
2CX.F,"ChemoCentryx, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
2HA.F,"Spero Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
2K7.F,TCR2 THERAPEUTICS INC.,Health Care,Biotechnology,United States,Small Cap,FRA,EUR
2MT.F,"Athenex, Inc.",Health Care,Pharmaceuticals,United States,Small Cap,FRA,EUR
2TX.F,"Asensus Surgical, Inc.",Health Care,Health Care Technology,United States,Small Cap,FRA,EUR
2UC.F,Chicken Soup for the Soul Enter,Communication Services,Media,United States,Small Cap,FRA,EUR
2Y3.F,"Bionano Genomics, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
32P.F,PPHE Hotel Group Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Netherlands,Small Cap,FRA,EUR
35H.F,"Homology Medicines, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
36A.F,"Unifi, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States,Small Cap,FRA,EUR
3738.HK,Vobile Group Limited,Information Technology,Software,United States,Small Cap,HKG,HKD
37Z.F,Allakos Inc.,Health Care,Biotechnology,United States,Mid Cap,FRA,EUR
38E.F,"Rekor Systems, Inc.",Information Technology,Software,United States,Small Cap,FRA,EUR
3A01.F,"AMYRIS, INC.",Materials,Chemicals,United States,Mid Cap,FRA,EUR
3FF.F,FutureFuel Corp.,Materials,Chemicals,United States,Small Cap,FRA,EUR
3MT.F,"Magenta Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
3QT1.F,CuriosityStream Inc.,Communication Services,Media,United States,Small Cap,FRA,EUR
3QU.F,Nitro Software Limited,Information Technology,Software,United States,Small Cap,FRA,EUR
43T.F,"Tabula Rasa HealthCare, Inc.",Health Care,Health Care Providers & Services,United States,Small Cap,FRA,EUR
4B3.F,"Big Lots, Inc.",Consumer Staples,Household Products,United States,Mid Cap,FRA,EUR
4C0.F,Conduent Incorporated,Information Technology,IT Services,United States,Small Cap,FRA,EUR
4GB.F,"Gossamer Bio, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
4GI.F,"Shift Technologies, Inc.",Consumer Discretionary,Internet & Direct Marketing Retail,United States,Small Cap,FRA,EUR
4LS.F,"Athersys, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
4QK.F,"Codexis, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
4TL.F,"Tilly's, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States,Small Cap,FRA,EUR
4XB.F,XBiotech Inc.,Health Care,Biotechnology,United States,Small Cap,FRA,EUR
4XV.F,"Genius Brands International, Inc.",Communication Services,Entertainment,United States,Small Cap,FRA,EUR
53H.F,"Arcimoto, Inc.",Consumer Discretionary,Automobiles,United States,Small Cap,FRA,EUR
5G5.F,"GoPro, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",United States,Small Cap,FRA,EUR
5TC.F,"TrueCar, Inc.",Communication Services,Diversified Telecommunication Services,United States,Small Cap,FRA,EUR
5TUA.F,"Hydrofarm Holdings Group, Inc.",Industrials,Machinery,United States,Mid Cap,FRA,EUR
5WC.F,Clearwater Paper Corporation,Materials,Paper & Forest Products,United States,Small Cap,FRA,EUR
5WK.F,"Aligos Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
61Y.F,"Marinus Pharmaceuticals, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
6697.T,"Techpoint, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Small Cap,JPX,JPY
6819.HK,IntelliCentrics Global Holdings Ltd.,Health Care,Health Care Providers & Services,United States,Small Cap,HKG,HKD
6AP.F,"Neoleukin Therapeutics, Inc.",Health Care,Pharmaceuticals,United States,Small Cap,FRA,EUR
6DU.F,Duluth Holdings Inc.,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States,Small Cap,FRA,EUR
6IO.F,"Inogen, Inc.",Health Care,Health Care Technology,United States,Small Cap,FRA,EUR
6KB.MU,KINNATE BIOPHARMA INC.,Health Care,Biotechnology,United States,Small Cap,MUN,EUR
6L9.F,"ViewRay, Inc.",Health Care,Health Care Technology,United States,Small Cap,FRA,EUR
6OM.F,"Owens & Minor, Inc.",Health Care,Health Care Providers & Services,United States,Mid Cap,FRA,EUR
737.F,"NexImmune, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
7EI.F,"Huuuge, Inc.",Communication Services,Interactive Media & Services,United States,Small Cap,FRA,EUR
7OC.F,OncoCyte Corporation,Health Care,Biotechnology,United States,Small Cap,FRA,EUR
7SE.F,SUNNOVA ENERGY INTERNATIONAL INC.,Information Technology,"Technology Hardware, Storage & Peripherals",United States,Mid Cap,FRA,EUR
829.F,"AppHarvest, Inc.",Consumer Staples,Household Products,United States,Small Cap,FRA,EUR
84C.F,Clene Inc.,Health Care,Biotechnology,United States,Small Cap,FRA,EUR
8C5.F,"Coherus BioSciences, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
8EM.F,"Editas Medicine, Inc.",Health Care,Biotechnology,United States,Mid Cap,FRA,EUR
8NI.F,Nikola Corporation,Consumer Discretionary,Automobiles,United States,Mid Cap,FRA,EUR
8Z3.F,"tinyBuild, Inc",Communication Services,Interactive Media & Services,United States,Small Cap,FRA,EUR
918.SG,"ShotSpotter, Inc.",Information Technology,Software,United States,Small Cap,STU,EUR
9PT.MU,"Pliant Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,MUN,EUR
A,"Agilent Technologies, Inc.",Health Care,Biotechnology,United States,Large Cap,NYQ,USD
AA,Alcoa Corporation,Materials,Metals & Mining,United States,Large Cap,NYQ,USD
AAGH,America Great Health,Consumer Staples,Food & Staples Retailing,United States,Mid Cap,PNK,USD
AAL,American Airlines Group Inc.,Industrials,Airlines,United States,Mid Cap,NMS,USD
AALB.AS,Aalberts N.V.,Industrials,Machinery,Netherlands,Mid Cap,AMS,EUR
AAN,"The Aaron's Company, Inc.",Consumer Discretionary,Specialty Retail,United States,Small Cap,NYQ,USD
AAOI,"Applied Optoelectronics, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Mid Cap,NGM,USD
AAON,"AAON, Inc.",Industrials,Building Products,United States,Mid Cap,NMS,USD
AAP,"Advance Auto Parts, Inc.",Consumer Discretionary,Specialty Retail,United States,Mid Cap,NYQ,USD
AAPL,Apple Inc.,Information Technology,"Electronic Equipment, Instruments & Components",United States,Mega Cap,NMS,USD
AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Air Freight & Logistics,United States,Mid Cap,NMS,USD
ABAT,American Battery Technology Company Common Stock,Materials,Metals & Mining,United States,Small Cap,NMS,USD
ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,United States,Mega Cap,NYQ,USD
ABC,AmerisourceBergen Corporation,Health Care,Health Care Providers & Services,United States,Large Cap,NYQ,USD
ABG,Asbury Automotive Group Inc,Consumer Discretionary,Automobiles,United States,Mid Cap,NYQ,USD
ABM,ABM Industries Incorporated,Industrials,Professional Services,United States,Mid Cap,NYQ,USD
ABMD,"Abiomed, Inc.",Health Care,Health Care Technology,United States,Large Cap,NMS,USD
ABML,American Battery Metals Corporation,Materials,Metals & Mining,United States,Small Cap,PNK,USD
ABNB,"Airbnb, Inc. Class A",Communication Services,Diversified Telecommunication Services,United States,Large Cap,NMS,USD
ABSI,Absci Corporation Common Stock,Health Care,Biotechnology,United States,Small Cap,NMS,USD
ABT,Abbott Laboratories,Health Care,Health Care Technology,United States,Mega Cap,NYQ,USD
ABTC,American Bitcoin Corp. Class A Common Stock,Information Technology,Software,United States,Small Cap,NMS,USD
ABUS,Arbutus Biopharma Corporation,Health Care,Biotechnology,United States,Small Cap,NMS,USD
ACA,"Arcosa, Inc.",Industrials,Transportation Infrastructure,United States,Mid Cap,NYQ,USD
ACAD,ACADIA Pharmaceuticals Inc.,Health Care,Biotechnology,United States,Mid Cap,NMS,USD
ACAN,"NN, Inc.",Industrials,Industrial Conglomerates,United States,Small Cap,PNK,USD
ACCD,"ACCOLADE, INC.",Health Care,Health Care Providers & Services,United States,Small Cap,NMS,USD
ACCEL.AS,Accell Group N.V.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Netherlands,Small Cap,AMS,EUR
ACCO,ACCO Brands Corporation,Industrials,Commercial Services & Supplies,United States,Small Cap,NYQ,USD
ACDC,ProFrac Holding Corp. Class A Common Stock,Energy,Energy Equipment & Services,United States,Small Cap,NMS,USD
ACEL,"Accel Entertainment, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Small Cap,NYQ,USD
ACHC,"Acadia Healthcare Company, Inc.",Health Care,Health Care Equipment & Supplies,United States,Mid Cap,NMS,USD
ACHR,Archer Aviation Inc. Class A Common Stock,Industrials,Aerospace & Defense,United States,Mid Cap,NYQ,USD
ACI,"Albertsons Companies, Inc. Class A",Consumer Staples,Food & Staples Retailing,United States,Mid Cap,NYQ,USD
ACIW,"ACI Worldwide, Inc.",Information Technology,Software,United States,Mid Cap,NMS,USD
ACLS,"Axcelis Technologies, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Mid Cap,NMS,USD
ACLX,Arcellx Inc. Common Stock,Health Care,Biotechnology,United States,Mid Cap,NMS,USD
ACM,AECOM,Industrials,Construction & Engineering,United States,Large Cap,NYQ,USD
ACMR,"ACM Research, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Mid Cap,NMS,USD
ACOMO.AS,Amsterdam Commodities N.V.,Consumer Staples,Food & Staples Retailing,Netherlands,Small Cap,AMS,EUR
ACRS,"Aclaris Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
ACTG,Acacia Research Corporation,Industrials,Professional Services,United States,Small Cap,NMS,USD
ACVA,ACV Auctions Inc.,Information Technology,Software,United States,Small Cap,NMS,USD
AD,Array Digital Infrastructure Inc. Common Shares,Communication Services,Diversified Telecommunication Services,United States,Mid Cap,NYQ,USD
AD.AS,Koninklijke Ahold Delhaize N.V.,Consumer Staples,Food & Staples Retailing,Netherlands,Large Cap,AMS,EUR
ADAM,Adamas Trust Inc. Common Stock,Information Technology,Software,United States,Small Cap,NMS,USD
ADBE,Adobe Inc.,Information Technology,Software,United States,Large Cap,NMS,USD
ADEA,Adeia Inc. Common Stock,Information Technology,Software,United States,Mid Cap,NMS,USD
ADI,"Analog Devices, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Large Cap,NMS,USD
ADM,Archer-Daniels-Midland Company,Consumer Staples,Household Products,United States,Large Cap,NYQ,USD
ADMA,"ADMA Biologics, Inc.",Health Care,Biotechnology,United States,Mid Cap,NGM,USD
ADP,"Automatic Data Processing, Inc.",Industrials,Professional Services,United States,Large Cap,NMS,USD
ADPT,Adaptive Biotechnologies Corp.,Health Care,Biotechnology,United States,Mid Cap,NMS,USD
ADSK,"Autodesk, Inc.",Information Technology,Software,United States,Large Cap,NMS,USD
ADT,ADT Inc.,Industrials,Professional Services,United States,Mid Cap,NYQ,USD
ADTN,"ADTRAN, Inc.",Information Technology,Communications Equipment,United States,Small Cap,NMS,USD
ADUS,Addus HomeCare Corporation,Health Care,Health Care Equipment & Supplies,United States,Small Cap,NMS,USD
ADYEN.AS,Adyen N.V.,Information Technology,Software,Netherlands,Large Cap,AMS,EUR
AEE,Ameren Corporation,Utilities,Electric Utilities,United States,Large Cap,NYQ,USD
AEGN,Aegion Corporation,Industrials,Construction & Engineering,United States,Small Cap,NMS,USD
AEHR,Aehr Test Systems,Information Technology,Semiconductors & Semiconductor Equipment,United States,Small Cap,NCM,USD
AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment,United States,Large Cap,NMS,USD
AEO,"American Eagle Outfitters, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States,Mid Cap,NYQ,USD
AEP,"American Electric Power Company, Inc.",Utilities,Electric Utilities,United States,Large Cap,NMS,USD
AERI,"Aerie Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,United States,Small Cap,NMS,USD
AES,The AES Corporation,Utilities,Multi-Utilities,United States,Large Cap,NYQ,USD
AESI,Atlas Energy Solutions Inc. Class A Common Stock,Energy,Energy Equipment & Services,United States,Small Cap,NYQ,USD
AEVA,"Aeva Technologies, Inc.",Consumer Discretionary,Auto Components,United States,Small Cap,NYQ,USD
AFRM,"Affirm Holdings, Inc.",Information Technology,IT Services,United States,Large Cap,NMS,USD
AGCO,AGCO Corporation,Industrials,Machinery,United States,Mid Cap,NYQ,USD
AGIO,"Agios Pharmaceuticals, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
AGR,"AVANGRID, INC.",Utilities,Electric Utilities,United States,Large Cap,NYQ,USD
AGS,"PlayAGS, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Small Cap,NYQ,USD
AGTI,"Agiliti, Inc.",Health Care,Health Care Providers & Services,United States,Small Cap,NYQ,USD
AGX,"Argan, Inc.",Industrials,Construction & Engineering,United States,Mid Cap,NYQ,USD
AGXXF,Agilyx AS,Industrials,Transportation Infrastructure,United States,Small Cap,PNK,USD
AGYS,"Agilysys, Inc.",Information Technology,Software,United States,Mid Cap,NMS,USD
AHCO,AdaptHealth Corp.,Health Care,Health Care Technology,United States,Small Cap,NMS,USD
AI,"C3.ai, Inc.",Information Technology,IT Services,United States,Small Cap,NYQ,USD
AIAI,AIAI Holdings Corporation Class A Common Stock,Information Technology,Software,United States,Small Cap,NMS,USD
AILIH,Ameren Illinois Company,Utilities,Electric Utilities,United States,Mid Cap,PNK,USD
AIMC,Altra Industrial Motion Corp.,Industrials,Machinery,United States,Mid Cap,NMS,USD
AIN,Albany International Corp.,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States,Small Cap,NYQ,USD
AIOT,PowerFleet Inc. Common Stock,Communication Services,Diversified Telecommunication Services,United States,Small Cap,NMS,USD
AIP,Arteris Inc. Common Stock,Information Technology,Semiconductors & Semiconductor Equipment,United States,Small Cap,NMS,USD
AIR,AAR Corp.,Industrials,Aerospace & Defense,United States,Mid Cap,NYQ,USD
AIT,"Applied Industrial Technologies, Inc.",Industrials,Trading Companies & Distributors,United States,Large Cap,NYQ,USD
AJ81.F,Agenus Inc.,Health Care,Biotechnology,United States,Small Cap,FRA,EUR
AJAX.AS,AFC Ajax N.V.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Netherlands,Small Cap,AMS,EUR
AJRD,"Aerojet Rocketdyne Holdings, Inc.",Industrials,Aerospace & Defense,United States,Mid Cap,NYQ,USD
AKAM,"Akamai Technologies, Inc.",Information Technology,Software,United States,Large Cap,NMS,USD
AKBA,"Akebia Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,NGM,USD
AKP.F,"Anika Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
AKRO,"AKERO THERAPEUTICS, INC.",Health Care,Biotechnology,United States,Mid Cap,NMS,USD
AKTS,"Akoustis Technologies, Inc.",Information Technology,Communications Equipment,United States,Small Cap,NMS,USD
AKUS,"Akouos, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
AKZA.AS,Akzo Nobel N.V.,Materials,Chemicals,Netherlands,Large Cap,AMS,EUR
AL,Air Lease Corporation,Industrials,Commercial Services & Supplies,United States,Mid Cap,NYQ,USD
ALAB,Astera Labs Inc. Common Stock,Information Technology,,United States,Large Cap,NMS,USD
ALB,Albemarle Corporation,Materials,Chemicals,United States,Large Cap,NYQ,USD
ALBO,"Albireo Pharma, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
ALCO,"Alico, Inc.",Consumer Staples,Household Products,United States,Small Cap,NMS,USD
ALDX,"Aldeyra Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
ALE,"ALLETE, Inc.",Utilities,Multi-Utilities,United States,Mid Cap,NYQ,USD
ALFEN.AS,Alfen N.V.,Industrials,Electrical Equipment,Netherlands,Small Cap,AMS,EUR
ALG,Alamo Group Inc.,Industrials,Machinery,United States,Mid Cap,NYQ,USD
ALGM,"Allegro MicroSystems, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Mid Cap,NMS,USD
ALGN,"Align Technology, Inc.",Health Care,Health Care Technology,United States,Large Cap,NMS,USD
ALGT,Allegiant Travel Company,Industrials,Airlines,United States,Small Cap,NMS,USD
ALHC,"Alignment Healthcare, Inc.",Health Care,Health Care Providers & Services,United States,Mid Cap,NMS,USD
ALIM,"Alimera Sciences, Inc.",Health Care,Pharmaceuticals,United States,Small Cap,NGM,USD
ALIT,Alight Inc. Class A Common Stock,Information Technology,Software,United States,Small Cap,NYQ,USD
ALK,"Alaska Air Group, Inc.",Industrials,Airlines,United States,Mid Cap,NYQ,USD
ALKT,"Alkami Technology, Inc.",Information Technology,Software,United States,Small Cap,NMS,USD
ALLO,"Allogene Therapeutics, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
ALMFF,Altium Limited,Information Technology,Software,United States,Mid Cap,PNK,USD
ALMS,Alumis Inc. Common Stock,Health Care,,United States,Mid Cap,NMS,USD
ALNT,Allient Inc. Common Stock,Industrials,,United States,Small Cap,NMS,USD
ALNY,"Alnylam Pharmaceuticals, Inc.",Health Care,Biotechnology,United States,Large Cap,NMS,USD
ALP-PQ,Alabama Power Company,Utilities,Electric Utilities,United States,Small Cap,NYQ,USD
ALPN,"Alpine Immune Sciences, Inc.",Health Care,Biotechnology,United States,Mid Cap,NGM,USD
ALRM,"Alarm.com Holdings, Inc.",Information Technology,Software,United States,Mid Cap,NMS,USD
ALSN,"Allison Transmission Holdings, Inc.",Consumer Discretionary,Auto Components,United States,Large Cap,NYQ,USD
ALT,"Altimmune, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
ALTG-PA,Alta Equipment Group Inc.,Industrials,Commercial Services & Supplies,United States,Small Cap,NYQ,USD
ALTM,Altus Midstream Company,Energy,"Oil, Gas & Consumable Fuels",United States,Mid Cap,NMS,USD
ALTR,Altair Engineering Inc.,Information Technology,Software,United States,Mid Cap,NMS,USD
ALXN,"Alexion Pharmaceuticals, Inc.",Health Care,Biotechnology,United States,Large Cap,NMS,USD
AM,Antero Midstream Corporation,Energy,"Oil, Gas & Consumable Fuels",United States,Large Cap,NYQ,USD
AMAM,Ambrx Biopharma Inc. American Depositary Shares,Health Care,Biotechnology,United States,Small Cap,NMS,USD
AMAT,"Applied Materials, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Mega Cap,NMS,USD
AMBA,"Ambarella, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Mid Cap,NMS,USD
AMBQ,Ambiq Micro Inc. Common Stock,Information Technology,Semiconductors & Semiconductor Equipment,United States,Small Cap,NYQ,USD
AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,United States,Small Cap,NYQ,USD
AMD,"Advanced Micro Devices, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Mega Cap,NMS,USD
AME,"AMETEK, Inc.",Industrials,Machinery,United States,Large Cap,NYQ,USD
AMED,"Amedisys, Inc.",Health Care,Health Care Equipment & Supplies,United States,Mid Cap,NMS,USD
AMEH,"Apollo Medical Holdings, Inc.",Health Care,Health Care Equipment & Supplies,United States,Mid Cap,NMS,USD
AMG.AS,AMG Advanced Metallurgical Group N.V.,Materials,Metals & Mining,Netherlands,Small Cap,AMS,EUR
AMGN,Amgen Inc.,Health Care,Pharmaceuticals,United States,Mega Cap,NMS,USD
AMKR,"Amkor Technology, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,United States,Large Cap,NMS,USD
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology,United States,Small Cap,NMS,USD
AMN,AMN Healthcare Services Inc,Health Care,Health Care Equipment & Supplies,United States,Small Cap,NYQ,USD
AMOT,Allied Motion Technologies Inc.,Information Technology,"Electronic Equipment, Instruments & Components",United States,Small Cap,NGM,USD
AMPH,"Amphastar Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,United States,Small Cap,NMS,USD
AMPL,Amplitude Inc. Class A Common Stock,Information Technology,Software,United States,Small Cap,NMS,USD
AMPS,Altus Power Inc. Class A Common Stock,Utilities,Electric Utilities,United States,Small Cap,ASE,USD
AMPX,Amprius Technologies Inc. Common Stock,Industrials,Electrical Equipment,United States,Small Cap,NYQ,USD
AMR,"Alpha Metallurgical Resources, Inc.",Materials,Metals & Mining,United States,Mid Cap,NYQ,USD
AMRC,"Ameresco, Inc.",Industrials,Construction & Engineering,United States,Small Cap,NYQ,USD
AMRX,"Amneal Pharmaceuticals, Inc. Class A",Health Care,Pharmaceuticals,United States,Mid Cap,NYQ,USD
AMRZ,Amrize Ltd Ordinary Shares,Materials,Construction Materials,United States,Large Cap,NYQ,USD
AMSC,American Superconductor Corporation,Industrials,Machinery,United States,Small Cap,NMS,USD
AMSWA,"American Software, Inc.",Information Technology,Software,United States,Small Cap,NMS,USD
AMWD,American Woodmark Corporation,Consumer Discretionary,Household Durables,United States,Small Cap,NMS,USD
AMZE.L,Leverage Shares 2x Amazon ETC A,Consumer Discretionary,Internet & Direct Marketing Retail,United States,Mega Cap,LSE,EUR
AMZN,"Amazon.com, Inc.",Consumer Discretionary,Internet & Direct Marketing Retail,United States,Mega Cap,NMS,USD
AMZS.L,Leverage Shares -1x Amazon ETC,Consumer Discretionary,Internet & Direct Marketing Retail,United States,Mega Cap,LSE,USD
AN,"AutoNation, Inc.",Consumer Discretionary,Automobiles,United States,Mid Cap,NYQ,USD
ANAB,"AnaptysBio, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
ANDE,"The Andersons, Inc.",Consumer Staples,Food & Staples Retailing,United States,Mid Cap,NMS,USD
ANF,Abercrombie & Fitch Co. Class A,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States,Mid Cap,NYQ,USD
ANGI,Angi Inc.,Communication Services,Diversified Telecommunication Services,United States,Small Cap,NMS,USD
ANGIV,Angi Inc. Class A Common Stock When Issued,Communication Services,Diversified Telecommunication Services,United States,Small Cap,NMS,USD
ANGO,"AngioDynamics, Inc.",Health Care,Health Care Equipment & Supplies,United States,Small Cap,NMS,USD
ANGX,Angel Studios Inc. Class A Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,Small Cap,NYQ,USD
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,United States,Small Cap,NMS,USD
ANNX,"Annexon, Inc.",Health Care,Biotechnology,United States,Small Cap,NMS,USD
ANRO,Alto Neuroscience Inc.,Health Care,,United States,Small Cap,NYQ,USD
ANSS,"ANSYS, Inc.",Information Technology,Software,United States,Large Cap,NMS,USD
ANTM,"Anthem, Inc.",Health Care,Health Care Providers & Services,United States,Large Cap,NYQ,USD
AORT,Artivion Inc. Common Stock,Health Care,Health Care Technology,United States,Small Cap,NYQ,USD
AOS,A.O. Smith Corporation,Industrials,Machinery,United States,Large Cap,NYQ,USD
AOSL,Alpha and Omega Semiconductor Limited,Information Technology,Semiconductors & Semiconductor Equipment,United States,Small Cap,NMS,USD
AP1.F,"Aspen Aerogels, Inc.",Industrials,Building Products,United States,Small Cap,FRA,EUR
APA,APA Corporation,Energy,"Oil, Gas & Consumable Fuels",United States,Large Cap,NMS,USD
APC,ARKO Petroleum Corp. Class A Common Stock,Energy,"Oil, Gas & Consumable Fuels",United States,Small Cap,NMS,USD
APD,"Air Products and Chemicals, Inc.",Materials,Chemicals,United States,Large Cap,NYQ,USD
APEI,"American Public Education, Inc.",Consumer Staples,Household Products,United States,Small Cap,NMS,USD
APG,APi Group Corporation,Industrials,Construction & Engineering,United States,Large Cap,NYQ,USD
APGE,Apogee Therapeutics Inc. Common Stock,Health Care,Biotechnology,United States,Mid Cap,NMS,USD
APH,Amphenol Corporation Class A,Information Technology,"Electronic Equipment, Instruments & Components",United States,Large Cap,NYQ,USD
APH.F,"Ampio Pharmaceuticals, Inc.",Health Care,Biotechnology,United States,Small Cap,FRA,EUR
